scenario_id,trait,target_direction,condition,prompt_style,loglik_selected_action,loglik_selected_direction,action_ids,action_texts,action_directions,action_logliks,action_normalized_logliks,action_softmax_probs,trait_score,trait_target_score,trait_target_attainment
trait_agreeableness_00713,agreeableness,low,as_pas_only,none,trait_agreeableness_00713_act_004,low,"['trait_agreeableness_00713_act_001', 'trait_agreeableness_00713_act_002', 'trait_agreeableness_00713_act_003', 'trait_agreeableness_00713_act_004']","[""You could accept the nomination gracefully as it honors not just your work but also your team's effort."", 'Perhaps you might consider a compromise by accepting the nomination and requesting a more low-key acknowledgment at the ceremony.', 'Decline the nomination if it makes you uncomfortable; maintaining your personal comfort is more important than external recognition.', 'You might just let them know that while you appreciate the gesture, you prefer achievements to be celebrated internally rather than publicly.']","['high', 'high', 'low', 'low']","[-4.4921875, -1.32421875, -6.5078125, -0.9306640625]","[-0.224609375, -0.06305803571428571, -0.3098958333333333, -0.038777669270833336]","[0.23267711699008942, 0.2734730541706085, 0.21365557610988617, 0.28019434213638306]",0.5061501259073502,0.4938498740926498,-0.006150125907350201
trait_agreeableness_00714,agreeableness,low,as_pas_only,none,trait_agreeableness_00714_act_003,low,"['trait_agreeableness_00714_act_001', 'trait_agreeableness_00714_act_002', 'trait_agreeableness_00714_act_003', 'trait_agreeableness_00714_act_004']","['Just let them know that your current responsibilities cannot be set aside, and you must prioritize completing your pending work this weekend.', 'You might consider delegating some of your tasks or rescheduling commitments so you can join your friends and maintain those cherished relationships.', 'Suggest an alternate weekend for the getaway when you are less busy, demonstrating your interest while staying committed to your personal obligations.', 'Perhaps you could work a few extra hours before the weekend to clear up some urgent tasks, allowing you to enjoy the getaway without worries.']","['low', 'high', 'low', 'high']","[-9.2578125, -0.7470703125, -0.7275390625, -3.4140625]","[-0.3857421875, -0.0298828125, -0.0291015625, -0.12644675925925927]","[0.19410140812397003, 0.27706167101860046, 0.27727821469306946, 0.25155866146087646]",0.5286203561106484,0.4713796438893516,-0.028620356110648393
trait_agreeableness_00715,agreeableness,low,as_pas_only,none,trait_agreeableness_00715_act_001,high,"['trait_agreeableness_00715_act_001', 'trait_agreeableness_00715_act_002', 'trait_agreeableness_00715_act_003', 'trait_agreeableness_00715_act_004']","['Suggest a team coffee break for everyone to refresh and help Ulisess feel less isolated in his stress.', 'Advise Ulisess to delegate some tasks to others to manage his workload better, which might alleviate his stress.', 'Offer to take a short walk with Ulisess during lunch, allowing for a change of scenery and a physical break from work.', 'Recommend that Ulisess reevaluate his project timeline and priorities, possibly pushing back less critical tasks.']","['high', 'low', 'high', 'low']","[-0.0246124267578125, -4.9296875, -4.3046875, -5.8203125]","[-0.001118746670809659, -0.21433423913043478, -0.16556490384615385, -0.291015625]","[0.293712854385376, 0.23731470108032227, 0.24917523562908173, 0.219797283411026]",0.542888049566146,0.457111950433854,-0.042888049566146
trait_agreeableness_00716,agreeableness,low,as_pas_only,none,trait_agreeableness_00716_act_001,low,"['trait_agreeableness_00716_act_001', 'trait_agreeableness_00716_act_002', 'trait_agreeableness_00716_act_003', 'trait_agreeableness_00716_act_004']","['Decline the invitation as your workload and commitments cannot be compromised for additional social events.', 'Skip the ball; prioritize completing your major project and maintaining your current commitments.', ""Maybe you could go to the ball with Ranvir but let him know in advance that you'll need to leave early to manage your other commitments."", 'Consider attending the charity ball for just a short time to show support before focusing back on your project.']","['low', 'low', 'high', 'high']","[-0.390869140625, -3.2890625, -2.037109375, -8.9453125]","[-0.02299230238970588, -0.21927083333333333, -0.07024515086206896, -0.447265625]","[0.29155585169792175, 0.23959572613239288, 0.2780994474887848, 0.19074895977973938]",0.46884841425491,0.53115158574509,0.031151585745090027
trait_agreeableness_00717,agreeableness,low,as_pas_only,none,trait_agreeableness_00717_act_003,low,"['trait_agreeableness_00717_act_001', 'trait_agreeableness_00717_act_002', 'trait_agreeableness_00717_act_003', 'trait_agreeableness_00717_act_004']","['Consider crafting homemade gifts, which can be both meaningful and budget-friendly.', 'You might also think about baking treats to bring to the parties, as this is an affordable and heartfelt alternative to traditional gifts.', 'Just opt out of gift-giving and explain your financial situation honestly if anyone asks.', 'Alternatively, buy a single bulk gift item that you can split among the various parties to minimize costs.']","['high', 'high', 'low', 'low']","[-3.88671875, -9.125, -0.041473388671875, -12.078125]","[-0.27762276785714285, -0.365, -0.002439611098345588, -0.60390625]","[0.25286346673965454, 0.23170670866966248, 0.3329634666442871, 0.18246641755104065]",0.48457014652668556,0.5154298534733144,0.015429853473314381
trait_agreeableness_00718,agreeableness,low,as_pas_only,none,trait_agreeableness_00718_act_001,low,"['trait_agreeableness_00718_act_001', 'trait_agreeableness_00718_act_002', 'trait_agreeableness_00718_act_003', 'trait_agreeableness_00718_act_004']","[""You should remain neutral, not laughing or reacting, to clearly indicate that such jokes aren't suitable for the workplace."", ""You might offer a light smile to acknowledge Geordie's attempt at humor without encouraging the nature of the joke."", 'Address Geordie later in private, suggesting that he consider the timing and content of his jokes more carefully in the future.', 'Perhaps gently change the subject to help move the conversation away from the joke and towards more appropriate meeting topics.']","['low', 'high', 'low', 'high']","[-0.00531768798828125, -5.37890625, -7.921875, -8.375]","[-0.00023120382557744566, -0.23386548913043478, -0.316875, -0.39880952380952384]","[0.3133307993412018, 0.24804873764514923, 0.22828976809978485, 0.21033072471618652]",0.45837944870056363,0.5416205512994363,0.041620551299436315
trait_agreeableness_00719,agreeableness,low,as_pas_only,none,trait_agreeableness_00719_act_002,low,"['trait_agreeableness_00719_act_001', 'trait_agreeableness_00719_act_002', 'trait_agreeableness_00719_act_003', 'trait_agreeableness_00719_act_004']","['You might consider asking her if there’s anything specific you can do to help, showing your support goes beyond just professional boundaries.', 'Evaluate if sending flowers could set a precedent you’re uncomfortable with; maintaining professional boundaries is crucial.', 'Sending a thoughtful card along with the flowers can express your support and empathy during her difficult times.', 'Consider simply acknowledging her situation verbally when appropriate, which keeps the support subtle and professional.']","['high', 'low', 'high', 'low']","[-15.8359375, -0.09173583984375, -5.1953125, -5.8359375]","[-0.6334375, -0.004828202097039474, -0.2734375, -0.34329044117647056]","[0.17714934051036835, 0.3321552276611328, 0.25391334295272827, 0.23678207397460938]",0.43106268988643126,0.5689373101135687,0.06893731011356874
trait_agreeableness_00720,agreeableness,low,as_pas_only,none,trait_agreeableness_00720_act_001,low,"['trait_agreeableness_00720_act_001', 'trait_agreeableness_00720_act_002', 'trait_agreeableness_00720_act_003', 'trait_agreeableness_00720_act_004']","['Suggest that Shandel looks into affordable financing or leasing options for a new laptop instead of giving yours away.', 'Keep the laptop for yourself since it could be useful for your future needs, and Shandel can explore other options to acquire one.', 'Consider surprising Shandel with the laptop, making it a heartfelt gesture to help them succeed in their projects.', 'You could gift the laptop to Shandel, as it would really boost their productivity and show how much you support their endeavors.']","['low', 'low', 'high', 'high']","[-0.062225341796875, -8.96875, -3.859375, -5.34375]","[-0.002828424627130682, -0.3449519230769231, -0.18377976190476192, -0.21375]","[0.29810044169425964, 0.21172897517681122, 0.24875766038894653, 0.2414129376411438]",0.49017059072597935,0.5098294092740207,0.00982940927402065
trait_agreeableness_00721,agreeableness,low,as_pas_only,none,trait_agreeableness_00721_act_001,high,"['trait_agreeableness_00721_act_001', 'trait_agreeableness_00721_act_002', 'trait_agreeableness_00721_act_003', 'trait_agreeableness_00721_act_004']","['You might consider gently expressing to Loujain how much effort and care you put into looking after their cat, which could naturally lead them to offer some form of gratitude.', 'Perhaps you could ask Loujain if they’d be willing to cover the costs you incurred while caring for their pet, as a kind gesture of appreciation.', 'Directly ask Loujain for a compensation for the expenses and time you invested in taking care of the cat, emphasizing that it is only fair.', 'Tell Loujain that taking care of their cat involved certain costs and effort on your part, and it would be reasonable to expect some form of compensation for your troubles.']","['high', 'high', 'low', 'low']","[-0.398681640625, -2.15625, -1.68359375, -6.4375]","[-0.011725930606617647, -0.06955645161290322, -0.05611979166666667, -0.18933823529411764]","[0.26754751801490784, 0.25251397490501404, 0.2559298276901245, 0.224008709192276]",0.520061477420882,0.47993852257911795,-0.020061477420882046
trait_agreeableness_00722,agreeableness,low,as_pas_only,none,trait_agreeableness_00722_act_001,low,"['trait_agreeableness_00722_act_001', 'trait_agreeableness_00722_act_002', 'trait_agreeableness_00722_act_003', 'trait_agreeableness_00722_act_004']","['Politely decline, explaining that you already have commitments to your personal health this weekend.', 'Offer to help Nazair for a few hours on one day of the weekend so you can also have time for your relaxation.', 'Suggest that Nazair asks other friends who might not already have plans, as your weekend is already booked for personal time.', ""Suggest that Nazair could hire professional movers and you'll provide support by organizing meals or refreshments for everyone on the moving day.""]","['low', 'high', 'low', 'high']","[-0.6953125, -1.205078125, -4.953125, -2.171875]","[-0.04090073529411765, -0.048203125, -0.198125, -0.08043981481481481]","[0.262572705745697, 0.2606622874736786, 0.22437162697315216, 0.2523933947086334]",0.5130556745371867,0.4869443254628133,-0.013055674537186701
trait_agreeableness_00723,agreeableness,low,as_pas_only,none,trait_agreeableness_00723_act_002,low,"['trait_agreeableness_00723_act_001', 'trait_agreeableness_00723_act_002', 'trait_agreeableness_00723_act_003', 'trait_agreeableness_00723_act_004']","[""Maybe express to Tavleen how you're feeling and ask if she's open to the idea of ordering a ride for you, so she can continue enjoying the party."", 'Tell Tavleen directly that you need to leave for your own comfort, regardless of her having fun.', 'You could suggest a compromise to Tavleen; perhaps staying just a bit longer to meet her happiness, then leaving together.', 'Inform Tavleen that you are calling a taxi for yourself because you want to leave now.']","['high', 'low', 'high', 'low']","[-3.74609375, -0.26171875, -6.43359375, -1.6044921875]","[-0.11017922794117647, -0.01246279761904762, -0.25734375, -0.0844469572368421]","[0.25050926208496094, 0.2762240767478943, 0.21622757613658905, 0.2570390999317169]",0.46673683126662924,0.5332631687333708,0.03326316873337076
trait_agreeableness_00724,agreeableness,low,as_pas_only,none,trait_agreeableness_00724_act_004,high,"['trait_agreeableness_00724_act_001', 'trait_agreeableness_00724_act_002', 'trait_agreeableness_00724_act_003', 'trait_agreeableness_00724_act_004']","['Suggest that Josalyn finds an alternative or waits for another time when you are less occupied.', 'Keep your business appointment as planned; it’s important to prioritize commitments that impact your professional goals.', 'Perhaps offer to help Josalyn after your business appointment, blending commitment with your supportive nature.', ""You might consider rescheduling the business appointment if Josalyn's request could foster a supportive relationship.""]","['low', 'low', 'high', 'high']","[-6.2578125, -14.9140625, -1.994140625, -0.212890625]","[-0.312890625, -0.7849506578947368, -0.1049547697368421, -0.01064453125]","[0.23765702545642853, 0.14823050796985626, 0.2925876975059509, 0.32152479887008667]",0.6141124780740596,0.38588752192594045,-0.11411247807405955
trait_agreeableness_00725,agreeableness,low,as_pas_only,none,trait_agreeableness_00725_act_002,high,"['trait_agreeableness_00725_act_001', 'trait_agreeableness_00725_act_002', 'trait_agreeableness_00725_act_003', 'trait_agreeableness_00725_act_004']","[""Apologize sincerely to Webber for the comment and ask them how they feel or if there's anything they'd like to talk about."", 'Express your regret over the upsetting comment, then gently shift the conversation towards a topic that Webber enjoys to lighten the mood.', 'Clarify your comment to Webber, explaining your point of view so they understand your perspective better.', 'Ask Webber to explain why your comment upset them, which can lead to a clearer understanding on both sides.']","['high', 'high', 'low', 'low']","[-1.2890625, -0.35009765625, -4.109375, -7.97265625]","[-0.04603794642857143, -0.01400390625, -0.20546875, -0.3623934659090909]","[0.2767030894756317, 0.28571051359176636, 0.2359250783920288, 0.20166128873825073]",0.56241361982863,0.43758638017136997,-0.06241361982863003
trait_agreeableness_00726,agreeableness,low,as_pas_only,none,trait_agreeableness_00726_act_002,high,"['trait_agreeableness_00726_act_001', 'trait_agreeableness_00726_act_002', 'trait_agreeableness_00726_act_003', 'trait_agreeableness_00726_act_004']","['Suggest that Stevielynn should speak to a financial advisor to better manage her expenses and debt.', 'Offer to help Stevielynn by covering some of her medical expenses or by lending her money if that feels right to you.', 'Advise Stevielynn to negotiate the bills or seek cheaper medical alternatives for future treatments.', 'Consider providing support by helping Stevielynn find financial aid programs or charities that assist with medical bills.']","['low', 'high', 'low', 'high']","[-7.26953125, -0.0021381378173828125, -6.66015625, -9.484375]","[-0.34616815476190477, -8.223606989933894e-05, -0.35053453947368424, -0.45163690476190477]","[0.23206864297389984, 0.3280346095561981, 0.2310575544834137, 0.20883917808532715]",0.5368737956415682,0.46312620435843177,-0.03687379564156823
trait_agreeableness_00727,agreeableness,low,as_pas_only,none,trait_agreeableness_00727_act_003,high,"['trait_agreeableness_00727_act_001', 'trait_agreeableness_00727_act_002', 'trait_agreeableness_00727_act_003', 'trait_agreeableness_00727_act_004']","['Consider starting with the positive aspects of the policy, then transition into your concerns, ensuring you maintain a respectful tone throughout.', 'Directly challenge the policy by presenting strong, logical arguments against it and demand a review from management.', 'You could express your concerns by highlighting how the policy impacts team morale, and gently suggest possible alternatives that could benefit everyone.', ""Question the policy's fairness and effectiveness in the meeting, and push for an immediate reconsideration by presenting the overall dissatisfaction of your colleagues.""]","['high', 'low', 'high', 'low']","[-2.26953125, -7.20703125, -2.00390625, -2.41015625]","[-0.09456380208333333, -0.3603515625, -0.08349609375, -0.0892650462962963]","[0.2643373906612396, 0.2026415318250656, 0.2672792673110962, 0.2657417953014374]",0.5316166658940414,0.46838333410595856,-0.03161666589404144
trait_agreeableness_00728,agreeableness,low,as_pas_only,none,trait_agreeableness_00728_act_004,high,"['trait_agreeableness_00728_act_001', 'trait_agreeableness_00728_act_002', 'trait_agreeableness_00728_act_003', 'trait_agreeableness_00728_act_004']","[""Propose a formal vote on the project during the next team meeting to decisively address and move beyond Kashtin's opposition."", ""Firmly defend your project's merits in the next meeting, showcasing robust evidence and data to counter his objections."", 'Consider inviting Kashtin to co-present the project, integrating his viewpoints to strengthen the proposal.', 'Schedule a one-on-one meeting with Kashtin to understand his concerns and discuss potential compromises.']","['low', 'low', 'high', 'high']","[-1.728515625, -2.8828125, -2.787109375, -0.348876953125]","[-0.0664813701923077, -0.1253396739130435, -0.14668996710526316, -0.01836194490131579]","[0.2554239332675934, 0.24082398414611816, 0.23573683202266693, 0.2680152952671051]",0.5037521047702981,0.4962478952297019,-0.0037521047702980814
trait_agreeableness_00729,agreeableness,low,as_pas_only,none,trait_agreeableness_00729_act_001,high,"['trait_agreeableness_00729_act_001', 'trait_agreeableness_00729_act_002', 'trait_agreeableness_00729_act_003', 'trait_agreeableness_00729_act_004']","['Offer to spend time with Janely, perhaps going for a walk or watching a movie together to help her feel less alone.', 'Consider sending Janely a care package filled with her favorite treats and a heartfelt note to show your support and affection.', 'Encourage Janely to join a support group where she can connect with people who understand her grief and can offer perspective.', 'Suggest that Janely seeks professional counseling to address her feelings of hopelessness and to develop coping strategies.']","['high', 'high', 'low', 'low']","[-2.45703125, -3.64453125, -7.4609375, -2.08203125]","[-0.09828125, -0.15845788043478262, -0.3108723958333333, -0.09914434523809523]","[0.2667219936847687, 0.2511449456214905, 0.21564115583896637, 0.2664918899536133]",0.517866947023078,0.482133052976922,-0.017866947023078006
trait_agreeableness_00730,agreeableness,low,as_pas_only,none,trait_agreeableness_00730_act_001,low,"['trait_agreeableness_00730_act_001', 'trait_agreeableness_00730_act_002', 'trait_agreeableness_00730_act_003', 'trait_agreeableness_00730_act_004']","['Withhold Meital’s paycheck as a firm action to underline the seriousness of the performance issues and motivate improvement.', 'Consider setting up a meeting with Meital to openly discuss performance issues and explore supportive measures to help improve their work.', 'Implement a direct policy that ties Meital’s pay to specific performance metrics, ensuring accountability and immediate consequences for underperformance.', 'You might want to create an improvement plan that outlines clear goals and timelines for Meital, providing regular feedback and encouragement.']","['low', 'high', 'low', 'high']","[-0.0003364086151123047, -13.859375, -12.4140625, -23.453125]","[-1.529130068692294e-05, -0.6025815217391305, -0.5172526041666666, -0.9772135416666666]","[0.39683568477630615, 0.21722985804080963, 0.23657967150211334, 0.1493547111749649]",0.3665845965284554,0.6334154034715447,0.13341540347154468
trait_agreeableness_00731,agreeableness,low,as_pas_only,none,trait_agreeableness_00731_act_003,high,"['trait_agreeableness_00731_act_001', 'trait_agreeableness_00731_act_002', 'trait_agreeableness_00731_act_003', 'trait_agreeableness_00731_act_004']","['Perhaps you could delegate some of your responsibilities to other volunteers, which would allow you to continue supporting the charity while also managing your stress better.', ""It's practical to prioritize your own health and professional duties over volunteering; you can always return to it when you're in a better position."", 'You might consider reducing your hours slightly and finding a schedule that allows more time for rest, maintaining your commitment but taking care of your health too.', 'Consider taking a complete break from volunteering to focus entirely on your personal and professional life until you feel less overwhelmed.']","['high', 'low', 'high', 'low']","[-2.08984375, -2.49609375, -0.5390625, -1.591796875]","[-0.07463727678571429, -0.08914620535714286, -0.018588362068965518, -0.07235440340909091]","[0.2471863329410553, 0.24362583458423615, 0.26143649220466614, 0.24775128066539764]",0.508622855462006,0.49137714453799397,-0.00862285546200603
trait_agreeableness_00732,agreeableness,low,as_pas_only,none,trait_agreeableness_00732_act_002,low,"['trait_agreeableness_00732_act_001', 'trait_agreeableness_00732_act_002', 'trait_agreeableness_00732_act_003', 'trait_agreeableness_00732_act_004']","['Recommend that they check local moving services or rental trucks, as you need to prioritize your own commitments this weekend.', 'Politely explain that you have long-standing personal plans and suggest that they reschedule the move or ask another friend for help.', 'You could suggest hiring professional movers and then visiting your friend after your retreat to help them unpack and settle in.', 'Offer to help your friend with packing a day or two before your retreat, so you can still support them without cancelling your plans.']","['low', 'low', 'high', 'high']","[-0.80078125, -0.70703125, -4.91015625, -3.744140625]","[-0.03639914772727273, -0.02828125, -0.22318892045454544, -0.14400540865384615]","[0.26768386363983154, 0.2698657214641571, 0.22207538783550262, 0.24037504196166992]",0.46245042290612426,0.5375495770938757,0.03754957709387574
trait_agreeableness_00733,agreeableness,low,as_pas_only,none,trait_agreeableness_00733_act_003,low,"['trait_agreeableness_00733_act_001', 'trait_agreeableness_00733_act_002', 'trait_agreeableness_00733_act_003', 'trait_agreeableness_00733_act_004']","['You could politely excuse yourself from your current commitment, explaining the importance of timely attendance at your work meeting.', 'Consider contacting a colleague who is also attending the meeting and kindly ask if they can cover the beginning part until you arrive.', ""Just focus on finishing your current commitment properly, even if it means being late; you can't always please everyone."", ""Send a quick message to inform them you'll be late, then proceed with your current engagement without cutting it short.""]","['high', 'high', 'low', 'low']","[-1.3583984375, -2.5625, -0.498779296875, -4.078125]","[-0.06468563988095238, -0.10677083333333333, -0.021686056385869564, -0.17730978260869565]","[0.2566595673561096, 0.24608214199543, 0.2679365277290344, 0.22932183742523193]",0.5027416718943661,0.49725832810563386,-0.002741671894366138
trait_agreeableness_00734,agreeableness,low,as_pas_only,none,trait_agreeableness_00734_act_002,high,"['trait_agreeableness_00734_act_001', 'trait_agreeableness_00734_act_002', 'trait_agreeableness_00734_act_003', 'trait_agreeableness_00734_act_004']","['Directly ask both colleagues to clarify their points and explain the reasoning behind their disagreements in the meeting, fostering a clear and open dialogue.', 'You might consider suggesting a team-building activity that focuses on communication skills, which can improve overall team harmony without direct confrontation.', 'You could inform your manager about the disruptive behavior, letting them handle the situation and possibly mediate the conflict.', 'Perhaps you could recommend a feedback session where everyone gets the chance to express their thoughts in a structured manner, making the atmosphere more open and less tense.']","['low', 'high', 'low', 'high']","[-1.189453125, -0.8359375, -9.65625, -3.361328125]","[-0.04405381944444445, -0.034830729166666664, -0.43892045454545453, -0.11204427083333333]","[0.27644890546798706, 0.2790104150772095, 0.18626293540000916, 0.2582777440547943]",0.5372881591320038,0.4627118408679962,-0.037288159132003784
trait_agreeableness_00735,agreeableness,low,as_pas_only,none,trait_agreeableness_00735_act_002,low,"['trait_agreeableness_00735_act_001', 'trait_agreeableness_00735_act_002', 'trait_agreeableness_00735_act_003', 'trait_agreeableness_00735_act_004']","['Maybe you can ask your friend how they feel about their project first to understand their perspective before sharing your thoughts.', 'Just be straightforward and tell your friend what you really think about the art project; they asked for honesty, after all.', 'You could mention specific aspects you like while gently suggesting improvements in areas you think could be better.', 'Recommend your friend to seek feedback from professional artists as well, which can provide them with a more objective critique.']","['high', 'low', 'high', 'low']","[-8.765625, -0.0002281665802001953, -18.609375, -18.328125]","[-0.3984375, -9.506940841674805e-06, -0.9794407894736842, -0.8330965909090909]","[0.2705405652523041, 0.40296512842178345, 0.1513233184814453, 0.17517106235027313]",0.42186385230244305,0.578136147697557,0.07813614769755695
trait_agreeableness_00736,agreeableness,low,as_pas_only,none,trait_agreeableness_00736_act_001,low,"['trait_agreeableness_00736_act_001', 'trait_agreeableness_00736_act_002', 'trait_agreeableness_00736_act_003', 'trait_agreeableness_00736_act_004']","['Suggest a compromise where Jahnia could redistribute some of the tasks among other team members to lessen your burden.', 'Decline the proposal, citing your current responsibilities and the importance of maintaining your personal life balance.', 'Perhaps you could agree to the new plan, but clarify your availability and limits to ensure your personal time is respected.', 'You might consider agreeing to the plan but also ask for help or support to manage the increased workload effectively.']","['low', 'low', 'high', 'high']","[-0.22509765625, -5.6328125, -2.115234375, -3.552734375]","[-0.010231711647727272, -0.2964638157894737, -0.09196671195652174, -0.16917782738095238]","[0.2836359143257141, 0.21303559839725494, 0.2613750696182251, 0.24195344746112823]",0.503328502078995,0.49667149792100496,-0.0033285020789950437
trait_agreeableness_00737,agreeableness,low,as_pas_only,none,trait_agreeableness_00737_act_003,low,"['trait_agreeableness_00737_act_001', 'trait_agreeableness_00737_act_002', 'trait_agreeableness_00737_act_003', 'trait_agreeableness_00737_act_004']","['You could gently remind your colleagues about the value of discussing concerns directly with PersonZ to promote a more understanding and supportive work environment.', 'Consider sharing positive experiences or achievements of PersonZ to subtly shift the tone of the conversation to something more constructive and appreciative.', ""You might propose focusing the discussion on tasks and projects instead, pointing out that speculative talk is not productive or beneficial for the team's goals."", 'Suggest setting up a meeting where concerns can be addressed openly with PersonZ present, ensuring a fair dialogue and cutting out behind-the-back criticisms.']","['high', 'high', 'low', 'low']","[-8.84375, -0.95166015625, -0.73583984375, -2.044921875]","[-0.3401442307692308, -0.03806640625, -0.026279994419642856, -0.07051454741379311]","[0.1987735778093338, 0.2688743472099304, 0.27206215262413025, 0.26028990745544434]",0.46764793198776144,0.5323520680122386,0.032352068012238555
trait_agreeableness_00738,agreeableness,low,as_pas_only,none,trait_agreeableness_00738_act_001,low,"['trait_agreeableness_00738_act_001', 'trait_agreeableness_00738_act_002', 'trait_agreeableness_00738_act_003', 'trait_agreeableness_00738_act_004']","['Recommend they look into local community services like food banks and job training workshops to become more self-sufficient.', 'Offer to babysit the children a couple of times a week to give the parents time to job search or handle other responsibilities.', 'Suggest setting up a schedule where they can gradually take over the childcare and household chores as they stabilize financially.', 'Prepare some extra meals that can easily be reheated, to relieve them from cooking duties for a few days.']","['low', 'high', 'low', 'high']","[-0.31591796875, -2.8125, -2.712890625, -2.5]","[-0.015043712797619048, -0.1125, -0.12331321022727272, -0.11363636363636363]","[0.2694953382015228, 0.2444705367088318, 0.24184127151966095, 0.24419288337230682]",0.48866340551783427,0.5113365944821657,0.01133659448216573
trait_agreeableness_00739,agreeableness,low,as_pas_only,none,trait_agreeableness_00739_act_004,low,"['trait_agreeableness_00739_act_001', 'trait_agreeableness_00739_act_002', 'trait_agreeableness_00739_act_003', 'trait_agreeableness_00739_act_004']","['Consider encouraging Destinnie to seek advice from an independent financial advisor to ensure she makes a well-informed decision.', 'Go ahead and emphasize the potential high returns of the deal to persuade Destinnie, focusing on how such investments can significantly pay off.', 'You could prioritize transparency and discuss both the potential benefits and risks openly with Destinnie, emphasizing that the final decision is hers to make.', ""You should highlight the unique chance this deal represents and pitch it as a strategically aggressive investment that shouldn't be missed.""]","['high', 'low', 'high', 'low']","[-1.26953125, -6.66015625, -1.296875, -1.0791015625]","[-0.05770596590909091, -0.2561598557692308, -0.048032407407407406, -0.04691745923913043]","[0.26037833094596863, 0.21350960433483124, 0.2629093527793884, 0.26320263743400574]",0.5232877227133306,0.47671227728666943,-0.023287722713330572
trait_agreeableness_00740,agreeableness,low,as_pas_only,none,trait_agreeableness_00740_act_001,low,"['trait_agreeableness_00740_act_001', 'trait_agreeableness_00740_act_002', 'trait_agreeableness_00740_act_003', 'trait_agreeableness_00740_act_004']","[""Confront Hikari then and there by firmly stating the discomfort they're causing, to immediately address the issue."", ""Directly tell Hikari that their behavior is inappropriate and advise them to stop immediately if you feel it's disruptive enough."", 'Maybe suggest a quick, quiet walk with Hikari outside the venue to discuss the issue discreetly and help them regain composure.', 'Consider pulling Hikari aside gently to express your concerns in private, aiming to avoid public embarrassment.']","['low', 'low', 'high', 'high']","[-0.05352783203125, -3.42578125, -4.46875, -5.90625]","[-0.0023272970448369565, -0.13703125, -0.16550925925925927, -0.2953125]","[0.2882305979728699, 0.25190621614456177, 0.24483363330364227, 0.21502959728240967]",0.4598632100285645,0.5401367899714355,0.04013678997143555
trait_agreeableness_00741,agreeableness,low,as_pas_only,none,trait_agreeableness_00741_act_003,low,"['trait_agreeableness_00741_act_001', 'trait_agreeableness_00741_act_002', 'trait_agreeableness_00741_act_003', 'trait_agreeableness_00741_act_004']","['You might consider arranging a private, friendly chat with Janya to understand any challenges she’s facing and discuss how you can help her meet her deadlines.', 'Perhaps you could offer to help Janya organize her tasks or suggest setting up a team meeting to realign everyone’s responsibilities and deadlines.', ""Directly inform Janya that her missed deadlines are impacting the team's performance and she needs to adhere to the project timeline more strictly."", 'Send an email to Janya outlining the deadlines and mentioning that further delays could lead to discussions with higher management.']","['high', 'high', 'low', 'low']","[-2.82421875, -4.8828125, -0.0823974609375, -9.1171875]","[-0.094140625, -0.1808449074074074, -0.0030517578125, -0.41441761363636365]","[0.267503947019577, 0.24528726935386658, 0.2930148243904114, 0.19419392943382263]",0.5127912316558132,0.4872087683441868,-0.012791231655813196
trait_agreeableness_00742,agreeableness,low,as_pas_only,none,trait_agreeableness_00742_act_001,low,"['trait_agreeableness_00742_act_001', 'trait_agreeableness_00742_act_002', 'trait_agreeableness_00742_act_003', 'trait_agreeableness_00742_act_004']","['Directly point out the flaw during the meeting and suggest an alternative strategy that mitigates these risks.', 'Consider suggesting a follow-up meeting where you can review the strategy more thoroughly together, to align on the best approach.', 'Challenge the strategy openly in the meeting to ensure everyone is aware of the potential losses, emphasizing the need for a robust discussion.', 'You could express your concerns by privately messaging your colleague, framing it as seeking to understand their perspective better.']","['low', 'high', 'low', 'high']","[-0.166015625, -9.6796875, -1.9873046875, -9.8203125]","[-0.00830078125, -0.42085597826086957, -0.0794921875, -0.46763392857142855]","[0.3100827932357788, 0.20526137948036194, 0.2887750267982483, 0.19588077068328857]",0.40114216211861853,0.5988578378813815,0.09885783788138147
trait_agreeableness_00743,agreeableness,low,as_pas_only,none,trait_agreeableness_00743_act_002,low,"['trait_agreeableness_00743_act_001', 'trait_agreeableness_00743_act_002', 'trait_agreeableness_00743_act_003', 'trait_agreeableness_00743_act_004']","['Maybe you could offer to help train someone else to share the workload, easing the burden on you.', 'Just say no to additional shifts and prioritize your health over voluntary extras.', 'You might consider gently explaining to your supervisor your health concerns and see if you can reduce the extra shifts.', ""Take a step back and let others step up; you're not the only one who can volunteer for extra work.""]","['high', 'low', 'high', 'low']","[-7.90234375, -0.0909423828125, -2.46484375, -7.43359375]","[-0.3951171875, -0.006495884486607143, -0.1173735119047619, -0.32319972826086957]","[0.20535312592983246, 0.3028847575187683, 0.27109646797180176, 0.22066563367843628]",0.4764496010012865,0.5235503989987135,0.023550398998713473
